title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The War with Grandpa",movie,"Comedy, Drama, Family",2020,tt4532038,5.7,25729,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"How to Be a Latin Lover",movie,"Comedy, Drama",2017,tt4795124,6,18241,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Soof 2",movie,"Comedy, Romance",2016,tt5589768,6,1642,NL
"Ghostbusters: Afterlife",movie,"Adventure, Comedy, Fantasy",2021,tt4513678,7,229392,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"AGENTE ÑERO ÑERO 7",movie,Comedy,2016,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Every Brilliant Thing",movie,Documentary,2016,tt7455360,8.4,876,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
UFO,movie,"Drama, Mystery, Sci-Fi",2018,tt6290798,6.2,12219,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"All or Nothing",movie,"Comedy, Romance",2017,tt3868240,4.7,514,"CZ, SK"
Carbon,movie,"Crime, Thriller",2017,tt6183834,6.5,3144,"CZ, SK"
"Scooby-Doo! Shaggy's Showdown",movie,"Animation, Comedy, Family",2017,tt6425560,6.6,2043,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Mortal Engines",movie,"Action, Adventure, Fantasy",2018,tt1571234,6.1,145265,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"A Ghost Story",movie,"Drama, Fantasy, Mystery",2017,tt6265828,6.8,82573,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK, US"
Menashe,movie,Drama,2017,tt6333086,6.6,2628,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Ismael's Ghosts",movie,"Drama, Mystery, Romance",2017,tt5687040,5.5,2891,US
"Bingo: The King of the Mornings",movie,"Biography, Comedy, Drama",2017,tt6293516,7.9,6105,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Adrift,movie,"Action, Adventure, Biography",2018,tt6306064,6.6,63259,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"12 Strong",movie,"Action, Drama, History",2018,tt1413492,6.5,94735,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"Spider-Man: Far from Home",movie,"Action, Adventure, Comedy",2019,tt6320628,7.4,580390,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NO, PT, RO, RS, SE, SI, SK"
"The Ultimate Lie",movie,Drama,1996,tt0118013,5.5,272,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Ana, My Love",movie,"Drama, Romance",2017,tt6125690,6.7,2477,"MD, RO"
"Magal and the Ants",movie,Comedy,2016,tt5639362,6,68,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mary and the Witch's Flower",movie,"Adventure, Animation, Family",2017,tt6336356,6.8,17532,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Polaroid,movie,"Drama, Horror, Mystery",2019,tt5598292,5.2,17531,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Everybody Loves Somebody",movie,"Comedy, Romance",2017,tt5537228,6.4,4436,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Bad Moms Christmas",movie,Comedy,2017,tt6359956,5.6,59401,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"Spies in Disguise",movie,"Action, Adventure, Animation",2019,tt5814534,6.8,58995,"DK, FI, NO, SE"
"Mr & Mme Adelman",movie,"Comedy, Drama, Romance",2017,tt6095616,7.3,5941,"FR, MC"
"My Happy Family",movie,Drama,2017,tt5791536,7.4,4304,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Mystery of Green Hill",movie,Family,2017,tt6484954,6.5,253,"BA, BG, HR, ME, MK, RS, SI"
"Risky Drinking",movie,Documentary,2016,tt6357342,6.6,484,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Luis and the Aliens",movie,"Adventure, Animation, Comedy",2018,tt4410000,6,3039,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Peter Pan Goes Wrong",movie,Comedy,2016,tt6352564,8.5,1879,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Prominent Patient",movie,"Biography, Drama, History",2016,tt5050904,6.7,827,"CZ, SK"
"In and Out",movie,"Comedy, Fantasy",2017,tt6096500,5.4,881,"FR, MC"
"Across the Waters",movie,"Drama, History, War",2016,tt4838486,6.2,1102,"DK, FI, NO, SE"
Muxes,movie,"Documentary, Short",2016,tt6304090,6.7,60,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"7 Days in Entebbe",movie,"Action, Drama, History",2018,tt5466186,5.9,17645,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The King",movie,"Action, Crime, Drama",2017,tt5644740,6.9,2577,"ID, MY, PH, SG, TH"
"Perfect Strangers",movie,"Comedy, Drama",2017,tt6101820,6.9,15765,"AD, ES"
Possessor,movie,"Horror, Mystery, Sci-Fi",2020,tt5918982,6.5,49042,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Lu Over the Wall",movie,"Adventure, Animation, Comedy",2017,tt6452332,6.8,2786,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Suicide Squad",movie,"Action, Adventure, Comedy",2021,tt6334354,7.2,424309,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"The Mimic",movie,"Horror, Mystery, Thriller",2017,tt7046826,5.6,2246,"HK, TH"
"Uno al año no hace daño 2",movie,Comedy,2015,tt6423526,3.8,26,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"A Dash of Love",movie,"Comedy, Romance",2017,tt6286216,6.6,2629,SE
"Green Horse Rustlers",movie,Drama,2016,tt4971382,5.6,77,"CZ, SK"
"52Hz, I Love You",movie,"Comedy, Musical, Romance",2017,tt6327400,6.2,522,"ID, MY, PH, SG, TH"
"Becoming Warren Buffett",movie,"Biography, Documentary",2017,tt6438096,7.5,5604,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Minions: The Rise of Gru",movie,"Adventure, Animation, Comedy",2022,tt5113044,6.5,94743,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"A Bad Idea Gone Wrong",movie,Comedy,2017,tt5212918,5.8,1329,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mommy Dead and Dearest",movie,"Crime, Documentary",2017,tt6442978,7.3,12947,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Ballad of Lefty Brown",movie,"Action, Drama, Western",2017,tt4400994,6.3,8232,US
"Meth Storm",movie,Documentary,2017,tt7655884,6.6,803,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Dune: Part One",movie,"Action, Adventure, Drama",2021,tt1160419,8,921527,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Cold Pursuit",movie,"Action, Comedy, Crime",2019,tt5719748,6.2,80486,"AD, DK, ES, FI, NO, SE"
"Dragged Across Concrete",movie,"Action, Crime, Drama",2018,tt6491178,6.9,57662,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Prison",movie,"Action, Crime",2017,tt6589464,6.5,2252,"ID, MY, SG, TH"
"The Nun",movie,"Horror, Mystery, Thriller",2018,tt5814060,5.4,177933,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
"Happy Death Day",movie,"Comedy, Horror, Mystery",2017,tt5308322,6.6,171702,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Cold War",movie,"Drama, Music, Romance",2018,tt6543652,7.5,63094,"AD, ES, PT"
"The Summit",movie,"Drama, Mystery, Thriller",2017,tt6047298,6,4399,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Little Harbour",movie,"Drama, Family",2017,tt5778060,6.5,247,"CZ, SK"
"The Distances",movie,Drama,2018,tt6256452,6.1,1098,"AD, ES"
One-Line,movie,"Crime, Drama",2017,tt5628332,5.9,346,"HK, ID, PH, TH"
"The Sissy Duckling",movie,"Animation, Family",1999,tt0260654,5.4,330,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Usted No Sabe Quien Soy Yo 2",movie,"Comedy, Drama",2017,tt6857300,4.8,79,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Altitude,movie,"Action, Crime, Thriller",2017,tt4556370,3.9,4295,US
"The Jetsons & WWE: Robo-WrestleMania!",movie,"Animation, Comedy, Family",2017,tt6415248,5.6,449,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Rock and a Hard Place",movie,Documentary,2017,tt5348190,7.3,1133,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Bookshop",movie,Drama,2017,tt3127022,6.5,17953,"AD, ES"
"Cutting Edge",movie,Drama,2006,tt0834905,4.5,13,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Clínica de Migrantes: Life, Liberty, and the Pursuit of Happiness",movie,"Documentary, Short",2016,tt5715756,7.3,97,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"My Friend Dahmer",movie,"Biography, Drama, Horror",2017,tt2291540,6.2,24354,"DK, FI, NO, SE"
"Xiara's Song",movie,Documentary,2005,tt1048175,5.6,21,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"Game Night",movie,"Action, Adventure, Comedy",2018,tt2704998,6.9,261585,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Baltimore Rising",movie,Documentary,2017,tt7653006,6.4,439,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Life Itself",movie,"Drama, Romance",2018,tt5989218,6.9,25558,"AD, ES"
"All the Money in the World",movie,"Crime, Drama, History",2017,tt5294550,6.8,92932,"DK, FI, NO, SE"
Smallfoot,movie,"Adventure, Animation, Comedy",2018,tt6182908,6.6,43750,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"
Adrift,movie,"Adventure, Drama, Thriller",2017,tt6155922,4.5,1353,PT
Skyscraper,movie,"Action, Adventure, Thriller",2018,tt5758778,5.8,137902,"BE, FR, MC"
"Kickboxer: Retaliation",movie,"Action, Drama",2018,tt5208950,5,6328,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"In a Relationship",movie,"Comedy, Drama",2018,tt6676028,5.5,3251,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I Am Evidence",movie,Documentary,2017,tt6794374,7.6,769,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Den of Thieves",movie,"Action, Crime, Drama",2018,tt1259528,7,128082,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
"Triple Threat",movie,"Action, Thriller",2019,tt6643972,5.6,13006,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Frog Kingdom 2: Sub-Zero Mission",movie,Animation,2016,tt6448084,5.8,94,BR
Glass,movie,"Drama, Horror, Sci-Fi",2019,tt6823368,6.6,286497,"DK, FI, NO, SE"
"Bad Investigate",movie,"Action, Comedy, Crime",2018,tt6610280,6.4,838,PT
"I Think We're Alone Now",movie,"Drama, Mystery, Sci-Fi",2018,tt6169694,5.7,13196,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"What They Had",movie,Drama,2018,tt6662736,6.7,4873,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Daddy Cool",movie,Comedy,2017,tt6194520,5.7,1073,"FR, MC"
"Warning: This Drug May Kill You",movie,Documentary,2017,tt6710212,7.2,667,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Adventurers",movie,"Action, Adventure, Crime",2017,tt5866930,5.6,3436,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Deliver Them from Evil: The Taking of Alta View",movie,Thriller,1992,tt0104077,5.5,138,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Tad, the Lost Explorer, and the Secret of King Midas",movie,"Adventure, Animation, Comedy",2017,tt3896102,6.2,4254,"DK, FI, NO, SE"
"The 15:17 to Paris",movie,"Biography, Drama, Thriller",2018,tt6802308,5.3,36068,"BE, FR, MC"
"Ice Mother",movie,"Comedy, Drama, Romance",2017,tt5495726,6.8,663,"CZ, SK"
"The Rider",movie,"Drama, Western",2017,tt6217608,7.4,21063,US
"Gemini Man",movie,"Action, Sci-Fi, Thriller",2019,tt1025100,5.7,125885,"AD, DK, ES, FI, NO, SE"
Benedetta,movie,"Biography, Drama, Romance",2021,tt6823148,6.7,26815,"DK, FI, SE"
Zombillenium,movie,"Animation, Comedy, Family",2017,tt5313906,6.3,1155,"FR, MC"
"Anthem of a Teenage Prophet",movie,"Drama, Fantasy, Mystery",2018,tt6054710,5.4,608,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Black Water",movie,"Action, Drama, Thriller",2018,tt5622412,4.7,7657,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Angry Birds Movie 2",movie,"Action, Adventure, Animation",2019,tt6095472,6.4,37337,"HK, ID, MY, PH, SG, TH, TW"
Colette,movie,"Biography, Drama, History",2018,tt5437928,6.7,26944,"CZ, SK"
"Crazy Rich Asians",movie,"Comedy, Drama, Romance",2018,tt3104988,6.9,197236,"DK, FI, HK, ID, MY, NO, PH, SE, SG, TH, TW"
"Tom and Jerry: Willy Wonka and the Chocolate Factory",movie,"Adventure, Animation, Comedy",2017,tt6803390,4.9,1576,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Knights of the Zodiac",movie,"Action, Adventure, Drama",2023,tt6528290,4.4,15186,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Broken Child",movie,Documentary,2000,tt0354436,7.1,136,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PH, PL, PY, RO, RS, SE, SG, SI, SK, SV, TC, TT, UY, VE"
Tag,movie,"Action, Comedy",2018,tt2854926,6.5,151689,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Champions,movie,"Comedy, Drama, Family",2018,tt6793580,7.2,12137,PT
"Mary Queen of Scots",movie,"Biography, Drama, History",2018,tt2328900,6.3,56667,"HK, ID, MY, PH, SG, TH, TW"
"Guns Akimbo",movie,"Action, Comedy, Crime",2019,tt6902676,6.3,72368,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Slaughterhouse Rulez",movie,"Action, Comedy, Fantasy",2018,tt6905696,5.3,16572,"FR, MC"
"Remi, Nobody's Boy",movie,"Adventure, Drama, Family",2018,tt6741368,7.1,3139,"FR, MC"
Vivarium,movie,"Horror, Mystery, Sci-Fi",2019,tt8368406,5.9,78823,"AD, ES"
"Juliet, Naked",movie,"Comedy, Drama, Music",2018,tt5607096,6.6,25287,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Mamma Mia! Here We Go Again",movie,"Comedy, Musical, Romance",2018,tt6911608,6.6,113078,"BE, FR, MC"
"Monster Hunter",movie,"Action, Adventure, Fantasy",2020,tt6475714,5.2,69984,"BE, FR, MC"
Us,movie,"Horror, Mystery, Thriller",2019,tt6857112,6.8,356647,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Never-Ending Man: Hayao Miyazaki",movie,"Biography, Documentary",2016,tt6848624,6.8,932,US
"The Perfect Bride",movie,"Comedy, Romance",2017,tt6874542,6.5,1887,SE
Agnelli,movie,Documentary,2017,tt6798422,7.5,975,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, US, UY, VE"
"Truth or Dare",movie,"Horror, Mystery, Thriller",2018,tt6772950,5.2,67982,"HK, ID, MY, PH, SG, TH, TW"
"Lego DC Super Hero Girls: Brain Drain",movie,"Action, Adventure, Animation",2017,tt7158814,5.1,535,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Do It Like An Hombre",movie,Comedy,2017,tt6046212,5.6,1389,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mortal Kombat",movie,"Action, Adventure, Fantasy",2021,tt0293429,6,194357,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"That Good Night",movie,Drama,2017,tt5271794,6.6,759,PT
"Lego Scooby-Doo! Blowout Beach Bash",movie,"Adventure, Animation, Comedy",2017,tt6946580,5.6,935,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"100% Coco",movie,Drama,2017,tt5803528,5.1,1273,NL
"Max Steel Team Turbo: Fusion Tek",movie,"Action, Adventure, Animation",2016,tt6447410,7,77,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dead Reckoning",movie,Thriller,2020,tt4194558,3.8,1116,PL
"Wonder Woman 1984",movie,"Action, Adventure, Fantasy",2020,tt7126948,5.4,297785,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"The Words That Built America",movie,Documentary,2017,tt7370322,5.9,101,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Batman vs. Two-Face",movie,"Action, Animation, Comedy",2017,tt6142314,6.2,4709,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Informer",movie,"Action, Crime, Drama",2019,tt1833116,6.6,43621,"DK, FI, NO, SE"
Impromptu,movie,"Documentary, Animation",2017,,,,HU
"The Rhythm Section",movie,"Action, Drama, Mystery",2020,tt7134096,5.4,20144,"DK, FI, NO, SE"
